"1" "2"
"Prevotellaceae:1" 7.91797619804364e-06 5.07732463878723e-10
"Lachnospiraceae:1" 7.91795873223106e-06 5.30443578711952e-10
"Unclassified-Screened:1" 7.91797227805647e-06 5.12829694736528e-10
"Clostridiales:1" 3.90085952849177e-10 1.02958894405053e-05
"Clostridiales:2" 7.9179760377203e-06 5.07940935253376e-10
"Firmicutes:1" 3.89563806977304e-10 1.02958901194611e-05
"PeptostreptococcaceaeIncertaeSedis:1" 7.91797575437178e-06 5.08309378499869e-10
"Clostridiales:3" 4.01498460731034e-10 1.0295874600613e-05
"Lachnospiraceae:7" 3.89501715133579e-10 1.02958902002003e-05
"Lachnospiraceae:8" 3.92503537932853e-10 1.02958862968753e-05
"LachnospiraceaeIncertaeSedis:1" 3.89563806977304e-10 1.02958901194611e-05
"Lachnospiraceae:9" 7.91795873223106e-06 5.30443578711952e-10
"Lachnospiraceae:10" 7.91797550135529e-06 5.08638380462812e-10
"Prevotellaceae:2" 4.411430355187e-10 1.0295823050049e-05
"Firmicutes:3" 3.91301725573959e-10 1.02958878596138e-05
"Enterococcaceae:1" 3.89512836031712e-10 1.02958901857396e-05
"Lachnospiraceae:12" 9.16952997388525e-10 1.02952043456726e-05
"Lachnospiraceae:13" 7.91736586391068e-06 1.30136107484765e-09
"Clostridiales:4" 4.65723151097329e-10 1.02957910880761e-05
"Lachnospiraceae:15" 8.96574956458984e-06 8.93345295219456e-06
"Lachnospiraceae:16" 3.92503537932853e-10 1.02958862968753e-05
"Lachnospiraceae:17" 3.92503537932853e-10 1.02958862968753e-05
"Lachnospiraceae:18" 7.91797012377611e-06 5.15630944795632e-10
"Lachnospiraceae:19" 7.91797373935475e-06 5.10929541913834e-10
"Lachnospiraceae:20" 3.90085952849177e-10 1.02958894405053e-05
"Ruminococcaceae:2" 4.01498460731034e-10 1.0295874600613e-05
"Lachnospiraceae:21" 7.91797614074547e-06 5.07806969735811e-10
"Lachnospiraceae:22" 3.89501715133579e-10 1.02958902002003e-05
"Lachnospiraceae:23" 7.91797619804364e-06 5.07732463878723e-10
"LachnospiraceaeIncertaeSedis:2" 1.58355641336214e-05 5.07702172310825e-10
"Lachnospiraceae:26" 7.91797622989585e-06 5.07691045873057e-10
"Clostridiales:5" 7.91796387483982e-06 5.23756550700122e-10
"Lachnospiraceae:27" 8.00170691978439e-10 1.02953561998355e-05
"Clostridiales:7" 3.90356262836339e-10 1.02958890890163e-05
"Unclassified-Screened:2" 7.91797690087906e-06 5.06818554163981e-10
"Clostridia:1" 4.65723151097329e-10 1.02957910880761e-05
"Firmicutes:4" 7.91797518051093e-06 5.09055580230323e-10
"Faecalibacterium:1" 1.58355644995603e-05 5.07226335290121e-10
"Erysipelotrichaceae:1" 3.89873032534162e-10 1.02958897173695e-05
"Coprobacillus:2" 3.90912245465767e-10 1.02958883660619e-05
"Firmicutes:6" 3.91301725573959e-10 1.02958878596138e-05
"Bacteroides:2" 1.58355627397076e-05 5.09514703794839e-10
"Clostridiales:9" 3.95627197237272e-10 1.02958822351241e-05
"Firmicutes:8" 4.01498460731034e-10 1.0295874600613e-05
"Faecalibacterium:2" 7.91797673781451e-06 5.07030589977351e-10
"Unclassified-Screened:4" 7.91796916021467e-06 5.16883881320932e-10
"Lachnospiraceae:30" 2.37531501711317e-05 5.1013997238898e-10
"Parabacteroides:1" 7.91797061614383e-06 5.1499071006898e-10
"Lachnospiraceae:31" 7.91797012377611e-06 5.15630944795632e-10
"Lactobacillales:2" 3.8948888646668e-10 1.02958902168816e-05
"Parabacteroides:2" 7.91797707789521e-06 5.06588376828352e-10
"Lachnospiraceae:32" 3.90284679952245e-10 1.02958891820968e-05
"Erysipelotrichaceae:2" 7.91492983134167e-06 1.02998530275422e-05
"Lachnospiraceae:33" 7.91797673781451e-06 5.07030589977351e-10
"Clostridiales:11" 4.8473153391867e-10 3.08865344688554e-05
"Lachnospiraceae:35" 1.59495268834489e-05 1.01477039077507e-05
"Coprobacillus:3" 3.91567076856196e-10 3.08866556122991e-05
"Lactobacillales:3" 3.89571910466798e-10 1.0295890108924e-05
"Enterococcaceae:3" 3.92103541875694e-10 1.02958868169975e-05
"Enterococcaceae:4" 3.89875185555844e-10 1.02958897145699e-05
"Ruminococcaceae:3" 3.89668333939479e-10 1.02958899835428e-05
"Bacteroidetes:1" 7.91797565768689e-06 5.08435099618928e-10
"Lachnospiraceae:37" 7.91795873223106e-06 5.30443578711952e-10
"Enterococcus:1" 3.8986639406663e-10 1.02958897260016e-05
"Bacteroides:4" 7.90847510420811e-06 1.0308246227025e-05
"Clostridiales:14" 4.01498768067196e-10 2.05912586490766e-05
"Faecalibacterium:3" 7.91797385134527e-06 5.10783918605149e-10
"Firmicutes:10" 3.8957108083787e-10 2.05912741588659e-05
"Parabacteroides:3" 7.91797012377611e-06 5.15630944795632e-10
"Lachnospiraceae:41" 3.8948888646668e-10 1.02958902168816e-05
"Unclassified-Screened:5" 7.91795569476997e-06 5.34393244792713e-10
"LachnospiraceaeIncertaeSedis:4" 7.91797061614383e-06 5.1499071006898e-10
"Lachnospiraceae:42" 3.9005542915607e-10 1.02958894801958e-05
"Clostridiales:15" 1.58355612592479e-05 5.11439772525367e-10
"Anaerostipes:1" 3.92503537932853e-10 1.02958862968753e-05
"Lachnospiraceae:43" 3.90356262836339e-10 1.02958890890163e-05
"Lachnospiraceae:44" 7.91797012377611e-06 5.15630944795632e-10
"Clostridiales:17" 7.91795569476997e-06 5.34393244792713e-10
"Lachnospiraceae:45" 7.91797675382831e-06 5.07009766941375e-10
"Anaerostipes:2" 3.90284679952245e-10 1.02958891820968e-05
"Bacteroides:6" 3.16707375008786e-05 5.10897453735713e-10
