"1" "2" "3" "4" "5" "6"
"Prevotellaceae:1" 2.19430177115388e-10 3.08127166365077e-10 4.53093882884663e-10 3.39966618561993e-05 1.66515640030213e-09 8.39197186331064e-10
"Lachnospiraceae:1" 2.18878558652124e-10 3.08072720757118e-10 4.52967789589352e-10 5.57437331296925e-10 9.84927110107021e-05 8.39143636747254e-10
"Unclassified-Screened:1" 2.21500301088678e-10 1.87898190937825e-05 4.53076600160126e-10 6.04686121688237e-10 1.61555220777994e-09 8.3951273420339e-10
"Clostridiales:1" 2.58350327987808e-10 3.08071019679027e-10 4.53023039070373e-10 5.57366477611717e-10 1.61752919364245e-09 5.1179994569844e-05
"Clostridiales:2" 2.1954812633499e-10 1.87897663284948e-05 4.53192596545038e-10 7.0382168228663e-10 1.61821410407502e-09 8.39878283857738e-10
"Firmicutes:1" 3.17248234498001e-10 3.08086284194705e-10 4.52955420728391e-10 5.57566971053054e-10 1.61572324151594e-09 5.11797695024336e-05
"PeptostreptococcaceaeIncertaeSedis:1" 2.18866221795548e-10 3.08032574058521e-10 4.52891853375225e-10 5.71273984359533e-10 9.84926716539394e-05 8.39061746878401e-10
"Clostridiales:3" 1.33506017655902e-05 3.18669502076407e-10 4.53153281570937e-10 5.57955706207879e-10 1.61717700193882e-09 8.39465777206777e-10
"Lachnospiraceae:7" 2.8151601498316e-10 3.08047332672597e-10 4.52942722209762e-10 5.5739749318941e-10 1.61553472619651e-09 5.11799069661888e-05
"Lachnospiraceae:8" 3.09435087605408e-10 3.10242777373955e-10 4.53271500594852e-10 5.57849600304134e-10 1.61636275969039e-09 5.11797922371865e-05
"LachnospiraceaeIncertaeSedis:1" 3.17248234498001e-10 3.08086284194705e-10 4.52955420728391e-10 5.57566971053054e-10 1.61572324151594e-09 5.11797695024336e-05
"Lachnospiraceae:9" 2.18878558652124e-10 3.08072720757118e-10 4.52967789589352e-10 5.57437331296925e-10 9.84927110107021e-05 8.39143636747254e-10
"Lachnospiraceae:10" 2.20074890185395e-10 3.40585280372315e-10 4.52993337707528e-10 3.39966184665964e-05 1.61552105474218e-09 8.39614784848944e-10
"Prevotellaceae:2" 2.18855359053809e-10 3.08045251663577e-10 4.5290877533519e-10 6.49184651773079e-10 1.61525364948775e-09 5.11800092126131e-05
"Firmicutes:3" 1.3350600871039e-05 3.09591412484973e-10 4.55632152060724e-10 5.57525537939824e-10 1.61709753375974e-09 8.63718558611005e-10
"Enterococcaceae:1" 3.07303366705272e-10 3.08049694283461e-10 4.52934504417285e-10 5.5742477078181e-10 1.61584046923044e-09 5.11798079181013e-05
"Lachnospiraceae:12" 2.972411685955e-10 3.10457653137508e-10 2.76251008124438e-05 5.8683386464752e-10 1.62817467552975e-09 9.17089733472212e-10
"Lachnospiraceae:13" 3.0742078510723e-10 3.08916560607759e-10 9.60377331528045e-10 3.39958285012367e-05 1.61707545069415e-09 8.39466130723483e-10
"Clostridiales:4" 1.33505328023724e-05 3.86999349980259e-10 4.93772108707382e-10 5.58260211501929e-10 1.62148227745837e-09 8.39773000271659e-10
"Lachnospiraceae:15" 2.18867720545672e-10 3.08101065013081e-10 4.53021191802289e-10 3.959606197828e-05 1.870188230123e-09 4.27504527422702e-05
"Lachnospiraceae:16" 3.09435087605408e-10 3.10242777373955e-10 4.53271500594852e-10 5.57849600304134e-10 1.61636275969039e-09 5.11797922371865e-05
"Lachnospiraceae:17" 3.09435087605408e-10 3.10242777373955e-10 4.53271500594852e-10 5.57849600304134e-10 1.61636275969039e-09 5.11797922371865e-05
"Lachnospiraceae:18" 2.18859627744101e-10 3.08028141595563e-10 4.52888684629328e-10 5.57409672057683e-10 9.8492711795995e-05 8.3911776353941e-10
"Lachnospiraceae:19" 2.20553376109532e-10 1.87896918618612e-05 5.45598393058553e-10 7.21109519675675e-10 1.61902722163826e-09 8.41213995970401e-10
"Lachnospiraceae:20" 2.58350327987808e-10 3.08071019679027e-10 4.53023039070373e-10 5.57366477611717e-10 1.61752919364245e-09 5.1179994569844e-05
"Ruminococcaceae:2" 1.33506017655902e-05 3.18669502076407e-10 4.53153281570937e-10 5.57955706207879e-10 1.61717700193882e-09 8.39465777206777e-10
"Lachnospiraceae:21" 2.18948649804346e-10 5.25428732833769e-10 2.76249891498671e-05 5.89865781923238e-10 1.61750597226651e-09 8.39537140464205e-10
"Lachnospiraceae:22" 2.8151601498316e-10 3.08047332672597e-10 4.52942722209762e-10 5.5739749318941e-10 1.61553472619651e-09 5.11799069661888e-05
"Lachnospiraceae:23" 2.19430177115388e-10 3.08127166365077e-10 4.53093882884663e-10 3.39966618561993e-05 1.66515640030213e-09 8.39197186331064e-10
"LachnospiraceaeIncertaeSedis:2" 2.19061671654327e-10 3.75766007221079e-05 4.61345113409485e-10 5.59257574070217e-09 1.61938333506337e-09 8.40046997859055e-10
"Lachnospiraceae:26" 2.18956462391479e-10 5.99808730628623e-10 2.76248689550785e-05 6.02750516591447e-10 1.61856327129354e-09 8.39642043742874e-10
"Clostridiales:5" 2.18938862960754e-10 3.08106170388069e-10 2.76252666838352e-05 6.25111606824698e-10 1.66532049338476e-09 8.39441271905149e-10
"Lachnospiraceae:27" 2.87859273869501e-09 4.51634325497427e-10 1.62973275664536e-09 3.39881972606496e-05 1.61954750209243e-09 8.41068703158484e-10
"Clostridiales:7" 1.33506084161598e-05 3.08550099597845e-10 4.5358854148348e-10 5.57734296241845e-10 1.61862933173988e-09 8.40306203479782e-10
"Unclassified-Screened:2" 2.18910563010333e-10 1.8788871399518e-05 4.53269616034296e-10 2.32548588394e-09 1.61653994780268e-09 8.39347232294766e-10
"Clostridia:1" 1.33505328023724e-05 3.86999349980259e-10 4.93772108707382e-10 5.58260211501929e-10 1.62148227745837e-09 8.39773000271659e-10
"Firmicutes:4" 2.19276297474142e-10 1.87898188544886e-05 4.54123654985766e-10 6.08407885333111e-10 1.61823531479617e-09 8.39753368451746e-10
"Faecalibacterium:1" 2.18910735964905e-10 3.43165410854017e-10 2.75974226134228e-05 3.40309500322305e-05 1.67046676822486e-09 8.39366606996017e-10
"Erysipelotrichaceae:1" 2.62461609688896e-10 3.08081160013682e-10 4.53165547129128e-10 5.5794657658556e-10 1.61661611723594e-09 5.11799781185858e-05
"Coprobacillus:2" 2.63274412147764e-09 3.10163504109214e-10 4.53659103056605e-10 5.59232127438633e-10 1.6249925431402e-09 5.11708784438341e-05
"Firmicutes:6" 1.3350600871039e-05 3.09591412484973e-10 4.55632152060724e-10 5.57525537939824e-10 1.61709753375974e-09 8.63718558611005e-10
"Bacteroides:2" 2.20531783291226e-10 1.75918766997702e-05 4.53593868702471e-10 3.61641790273992e-05 1.6167612237028e-09 8.41865330638633e-10
"Clostridiales:9" 1.33506029297374e-05 3.13962057252136e-10 4.53833441813096e-10 5.61868680082232e-10 1.6173514719568e-09 8.40583665635668e-10
"Firmicutes:8" 1.33506017655902e-05 3.18669502076407e-10 4.53153281570937e-10 5.57955706207879e-10 1.61717700193882e-09 8.39465777206777e-10
"Faecalibacterium:2" 2.18966882654385e-10 5.68006392655158e-10 4.56701551145244e-10 3.39962046975666e-05 1.61721069019853e-09 8.39567111999464e-10
"Unclassified-Screened:4" 2.19179735439424e-10 3.08055400494378e-10 4.53114089232443e-10 5.60165422228908e-10 9.84927004266664e-05 8.39158028606942e-10
"Lachnospiraceae:30" 2.18904430227969e-10 3.08117958634271e-10 4.5317110015526e-10 3.5126781463367e-05 0.000193709764328642 8.39380687004254e-10
"Parabacteroides:1" 2.18862001722357e-10 3.08036255675401e-10 4.52892895800315e-10 5.57469464364196e-10 9.84927115884524e-05 8.39096591743216e-10
"Lachnospiraceae:31" 2.18859627744101e-10 3.08028141595563e-10 4.52888684629328e-10 5.57409672057683e-10 9.8492711795995e-05 8.3911776353941e-10
"Lactobacillales:2" 2.2469663752459e-10 3.08042751435635e-10 4.52926613395416e-10 5.57400014184125e-10 1.61502874113427e-09 5.11801250872119e-05
"Parabacteroides:2" 2.18862170950161e-10 3.08043908160624e-10 4.5292254915256e-10 3.39966623330352e-05 1.6692150546854e-09 8.39092000267323e-10
"Lachnospiraceae:32" 1.33500888773698e-05 3.08255458415827e-10 4.57957955883826e-10 5.57761659040255e-10 1.61788963783327e-09 2.82503071548689e-09
"Erysipelotrichaceae:2" 1.33583283738982e-05 1.87782507026883e-05 4.61044675040551e-10 5.5810815479731e-10 1.61949139593266e-09 2.82531223331148e-09
"Lachnospiraceae:33" 2.18966882654385e-10 5.68006392655158e-10 4.56701551145244e-10 3.39962046975666e-05 1.61721069019853e-09 8.39567111999464e-10
"Clostridiales:11" 2.84412749470166e-05 3.13057925981686e-10 1.10461749963966e-05 5.87811999258503e-10 1.63078479169089e-09 2.40444565312144e-05
"Lachnospiraceae:35" 1.32967437005819e-05 3.10647899252218e-10 4.53181059069002e-10 5.76143258275407e-10 0.000197381134401292 8.39673477560007e-10
"Coprobacillus:3" 1.93349923725768e-05 3.09887075293994e-10 4.53155736093434e-10 5.70346200787723e-10 1.61799480162553e-09 7.94180383159292e-05
"Lactobacillales:3" 1.33506086819679e-05 3.08103791006651e-10 4.53035369296989e-10 5.57577285931261e-10 1.61729077271597e-09 8.42459647101082e-10
"Enterococcaceae:3" 1.33506083533804e-05 3.09129758090414e-10 4.53459237985944e-10 5.58201472139928e-10 1.61655428586908e-09 8.39582497033726e-10
"Enterococcaceae:4" 2.38782591070976e-10 3.0822645300981e-10 4.53075189051477e-10 5.57368444454623e-10 1.61604353365494e-09 5.11800698326702e-05
"Ruminococcaceae:3" 1.33506091198766e-05 3.08182027613211e-10 4.53235777486472e-10 5.57560892212022e-10 1.61762114482198e-09 8.40049523214118e-10
"Bacteroidetes:1" 2.18871448172461e-10 3.08038696611692e-10 4.52915492742769e-10 5.98850186268368e-10 9.84925915299809e-05 8.39101894171717e-10
"Lachnospiraceae:37" 2.18878558652124e-10 3.08072720757118e-10 4.52967789589352e-10 5.57437331296925e-10 9.84927110107021e-05 8.39143636747254e-10
"Enterococcus:1" 1.33506087581988e-05 3.08165225260219e-10 4.53016904893968e-10 5.5940827361432e-10 1.61667550971075e-09 8.39597544729164e-10
"Bacteroides:4" 3.64532184454482e-10 1.87833714910931e-05 4.86203113563134e-10 5.5797528218542e-10 1.61772223860183e-09 5.11971702505494e-05
"Clostridiales:14" 2.67009931372048e-05 3.18669592424011e-10 4.53153284041177e-10 5.57955711627711e-10 1.6171770234627e-09 8.39465781210697e-10
"Faecalibacterium:3" 2.19234490143222e-10 3.28296716126728e-10 2.76252455238674e-05 6.30931560158384e-10 1.61609787675267e-09 8.39330765377968e-10
"Firmicutes:10" 1.71549654297096e-05 3.08130909469136e-10 4.53110416436151e-10 5.57798961026975e-10 1.61762317440594e-09 3.65959828707559e-05
"Parabacteroides:3" 2.18859627744101e-10 3.08028141595563e-10 4.52888684629328e-10 5.57409672057683e-10 9.8492711795995e-05 8.3911776353941e-10
"Lachnospiraceae:41" 2.2469663752459e-10 3.08042751435635e-10 4.52926613395416e-10 5.57400014184125e-10 1.61502874113427e-09 5.11801250872119e-05
"Unclassified-Screened:5" 2.18936795048959e-10 3.08060354218379e-10 4.52940659195728e-10 5.57411343194122e-10 9.8492710776791e-05 8.39165004171814e-10
"LachnospiraceaeIncertaeSedis:4" 2.18862001722357e-10 3.08036255675401e-10 4.52892895800315e-10 5.57469464364196e-10 9.84927115884524e-05 8.39096591743216e-10
"Lachnospiraceae:42" 2.51753234918283e-10 3.08052536977547e-10 4.52958633786629e-10 5.59799379536785e-10 1.61588935128383e-09 5.11800172192679e-05
"Clostridiales:15" 2.19548498993382e-10 4.28140517412666e-10 8.03289742005017e-10 6.79921532144539e-05 1.61794737230396e-09 8.40216660334985e-10
"Anaerostipes:1" 3.09435087605408e-10 3.10242777373955e-10 4.53271500594852e-10 5.57849600304134e-10 1.61636275969039e-09 5.11797922371865e-05
"Lachnospiraceae:43" 1.33506084161598e-05 3.08550099597845e-10 4.5358854148348e-10 5.57734296241845e-10 1.61862933173988e-09 8.40306203479782e-10
"Lachnospiraceae:44" 2.18859627744101e-10 3.08028141595563e-10 4.52888684629328e-10 5.57409672057683e-10 9.8492711795995e-05 8.3911776353941e-10
"Clostridiales:17" 2.18936795048959e-10 3.08060354218379e-10 4.52940659195728e-10 5.57411343194122e-10 9.8492710776791e-05 8.39165004171814e-10
"Lachnospiraceae:45" 2.18907720861089e-10 1.87898058750879e-05 4.53287698989883e-10 6.34903640934838e-10 1.61601600933893e-09 8.39333908706225e-10
"Anaerostipes:2" 1.33500888773698e-05 3.08255458415827e-10 4.57957955883826e-10 5.57761659040255e-10 1.61788963783327e-09 2.82503071548689e-09
"Bacteroides:6" 2.19737264590267e-10 1.93819435738062e-05 1.38153239844795e-05 8.39165754985053e-05 1.62983265896418e-09 8.40696494148852e-10
"ErysipelotrichaceaeIncertaeSedis:1" 2.18866221795548e-10 3.08032574058521e-10 4.52891853375225e-10 5.71273984359533e-10 9.84926716539394e-05 8.39061746878401e-10
"Lachnospiraceae:50" 2.18878558652124e-10 3.08072720757118e-10 4.52967789589352e-10 5.57437331296925e-10 9.84927110107021e-05 8.39143636747254e-10
"Parabacteroides:4" 2.18862170950161e-10 3.08043908160624e-10 4.5292254915256e-10 3.39966623330352e-05 1.6692150546854e-09 8.39092000267323e-10
"Firmicutes:13" 2.38782591070976e-10 3.0822645300981e-10 4.53075189051477e-10 5.57368444454623e-10 1.61604353365494e-09 5.11800698326702e-05
"Lachnospiraceae:51" 2.18936795048959e-10 3.08060354218379e-10 4.52940659195728e-10 5.57411343194122e-10 9.8492710776791e-05 8.39165004171814e-10
"Firmicutes:14" 2.19606885541616e-10 1.8813804186164e-05 2.75899967493786e-05 6.98890906266858e-10 1.62809550992037e-09 8.4025016544867e-10
"Firmicutes:15" 2.58394719849715e-10 3.08136867889596e-10 4.53008947241528e-10 5.57382969153071e-10 1.61578909955354e-09 0.000102359304259234
"Ruminococcaceae:5" 1.33505978249498e-05 3.081892935716e-10 4.53191251190471e-10 5.83534573353714e-10 1.62480647340865e-09 8.40576120462954e-10
"Unclassified-Screened:6" 1.33505823626394e-05 3.08188343213916e-10 4.5328437388696e-10 5.5766764130819e-10 1.81354301960094e-09 8.40548981454432e-10
"Unclassified-Screened:7" 1.33506017655902e-05 3.18669502076407e-10 4.53153281570937e-10 5.57955706207879e-10 1.61717700193882e-09 8.39465777206777e-10
"Bacilli:2" 2.51753234918283e-10 3.08052536977547e-10 4.52958633786629e-10 5.59799379536785e-10 1.61588935128383e-09 5.11800172192679e-05
"Unclassified-Screened:9" 3.64292559694929e-10 3.08098320275911e-10 4.52983870429726e-10 5.57452141488063e-10 1.61571197549343e-09 5.11795892491517e-05
"Firmicutes:16" 3.07303366705272e-10 3.08049694283461e-10 4.52934504417285e-10 5.5742477078181e-10 1.61584046923044e-09 5.11798079181013e-05
"Clostridiales:21" 3.08565642021536e-10 3.09671680342583e-10 2.76251166530571e-05 5.57451778970563e-10 1.61567558542771e-09 8.97198933849307e-10
"Prevotella:1" 2.18912326521982e-10 3.0810755345747e-10 2.76253092732143e-05 5.69380729806834e-10 1.67203754471534e-09 8.41045298577733e-10
